"species","aspect_ratio","second_moment","wing_loading","von_mises_stress","wing_curvature","Order","clade","family","Environment","Diet.1","Diet.2","Wingspan_cm","PC1","PC2","biomechanically_viable"
"Thalassodromeus sehti",7.7,1137830303681870,303.142743854084,0.000462334459222793,1.88096115725313,"Pterodactyloidea","Azhdarchoidea","Thalassodromeidae","Fluvial environment","Carnivore","Generalist",443.6,-0.752572010752927,1.04328394256037,TRUE
"Thalassodromeus oberlii",7.7,1225535850502387,271.781475504674,0.000220271808354365,1.86003793289894,"Pterodactyloidea","Azhdarchoidea","Thalassodromeidae","Fluvial environment","Carnivore","Generalist",365.8,-0.904808559838668,1.08735833213507,TRUE
"Tupuxuara longicristatus",8.5,951545935960244,328.094944912508,0.000650208517188103,2.01344008726923,"Pterodactyloidea","Azhdarchoidea","Thalassodromeidae","Fluvial environment","Carnivore","Generalist",478.4,-0.234584930128936,0.756849529413302,TRUE
"Azhdarcho lancicollis",6.5,628540042407532,215.766393442623,0.000198117662425395,1.72038698119528,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Terrestrial environment","Carnivore","Generalist",302.2,-1.22648193568413,0.304265291549954,TRUE
"Aralazhdarcho bostobensis",6.5,876274302024174,212.41436113206,0.000156307521661467,1.70277032512123,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Terrestrial environment","Carnivore","Generalist",301.8,-1.37966649240309,0.626547128771331,TRUE
"Radiodactylus langstoni",7.1,1245462766672732,222.853416994255,0.000117441315239112,1.84918012133218,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Terrestrial environment","Carnivore","Generalist",313,-1.22167934196736,1.05609172867499,TRUE
"Montanazhdarcho minor",5.1,427469042221882,112.193470754421,8.53385239119891e-05,1.54460175278738,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Terrestrial environment","Carnivore","Generalist",214,-1.9705907601187,-0.0444319190624015,TRUE
"Tsogtopteryx mongoliensis",6.6,620280538032702,158.34219833074,2.35600505982077e-05,1.69544507129754,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Terrestrial environment","Carnivore","Generalist",167.6,-1.37866740360224,0.149923732570199,TRUE
"Gobiazhdarcho tsogtbaatari",6.7,925186510464048,396.140511398906,0.00285632630186834,1.72094259823571,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Terrestrial environment","Carnivore","Generalist",680.8,-0.828978660906759,1.11059223727764,TRUE
"Eurazhdarcho langendorfensis",5.4,623222864183933,120.056651069519,6.3358102448528e-05,1.58971771742778,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Archipelago","Carnivore","Generalist",214.4,-1.91971112615076,0.196268792726657,TRUE
"Zhejiangopterus linhaiensis",6.8,3643308917742317,218.029279037284,4.01973770848206e-05,1.32296743759761,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",272,-3.08561012844859,4.33216437771761,TRUE
"Wellnhopterus brevirostris",5.7,1933325304404740,190.575700746794,9.9876152708587e-05,1.54561556076452,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",308.9,-2.35598126225763,2.07520906882622,TRUE
"Quetzacoatlus northropi",6.2,1095321924183349,428.921927022446,0.00944758488240005,1.77352503488377,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",973.8,-0.903800577283378,1.45451527563043,TRUE
"Quetzacoatlus lawsoni",5.9,603445566246579,244.915176830061,0.000903672689216127,1.63419229428213,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",445.4,-1.38674233521147,0.414225894429644,TRUE
"Hatzegopteryx thambena",7.5,1233099342670493,531.738772136039,0.00818270162429428,1.95173564282848,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Coastal to terrestrial environment","Carnivore","Generalist",982.2,-0.15425736798453,1.72684438190808,TRUE
"Cryodrakon boreas",6.7,851661443816790,464.400243836359,0.0111147638366428,1.81583550562001,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Terrestrial environment","Carnivore","Generalist",971.6,-0.503928133943502,1.16236107749088,TRUE
"Arambourgiania philadelphiae",6.7,1004729460689840,457.96190345207,0.00881299920828665,1.73828736137848,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Coastal to terrestrial environment","Carnivore","Generalist",940,-0.681249147707693,1.36213242739583,TRUE
"Phosphatodraco mauritanicus",6.7,810859956989743,235.827122432464,0.000196467289415978,1.73736280947818,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Coastal environment","Carnivore","Generalist",317.4,-1.19214475709757,0.57106285969488,TRUE
"Alanqa saharica",6.7,881547837895790,367.90228320178,0.00197342141168842,1.72320031356108,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",609.6,-0.881773904726123,0.984557044570402,TRUE
"Leptostomia begaaensis",6.5,757578062240209,112.102722772277,2.77560240140179e-06,1.72759654491561,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",98.4,-1.56747041707068,0.224357769220476,TRUE
"Nipponopterus mifunensis",6.7,725972857983314,248.787096103176,0.0002692331911478,1.69417548318902,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Terrestrial environment","Carnivore","Generalist",337,-1.15940025001128,0.497491817713071,TRUE
"Albadraco tharmisensis",6.5,3790776489303016,349.214535565635,0.000536275785367667,1.86475848872465,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Archipelago","Carnivore","Generalist",602.4,-2.30987303727823,4.77822830643935,TRUE
"Aerotitan sudamericanus",6.6,706128218007221,292.901962893251,0.00126839184248786,1.72041304264849,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",511.6,-1.02788694823123,0.582611805276309,TRUE
"Argentinadraco barrealensis",6.4,529116509092592,184.476158540675,9.0471355762365e-05,1.73840941746506,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",235,-1.26955456795532,0.10428076740449,TRUE
"Xericeps curvirostris",6.5,2201293350218288,244.921529704391,0.000180545066834291,1.72261046984003,"Pterodactyloidea","Azhdarchoidea","Azhdarchidae","Fluvial environment","Carnivore","Generalist",385.2,-1.94057254823902,2.4519139748053,TRUE
